Index,Name,Number Tokens,Total Words,Total Kanji,Kanji 10+,Kanji 5+,Kanji 2+
7003,モンスター娘が恋人になりたそうにこちらを見ている！ (あとみっく文庫),36887,4132,1491,605,843,1197
7004,モンストラクター　やればできる人外娘の調教指導 (電撃文庫),37417,5443,1762,657,959,1427
7005,モンパの木の下で 「椎名誠　旅する文学館」シリーズ,31467,6706,1932,682,1037,1523
7006,モンマルトルのメグレ メグレ警視,33501,4895,1709,551,841,1303
7007,モーセの災い 上 シグマフォースシリーズ (竹書房文庫),54758,7229,1986,940,1253,1687
7008,モーセの災い 下 シグマフォースシリーズ (竹書房文庫),62255,6978,2003,963,1269,1701
7009,モーツァルトのいる休日　 大人の楽しむクラシック (マイナビ新書),14830,2912,1185,326,496,826
7010,モーフィアスの教室 (電撃文庫),37629,4330,1545,588,852,1228
7011,モーフィアスの教室2　楽園の扉 (電撃文庫),33148,4078,1513,548,801,1179
7012,モーフィアスの教室3　パンタソスの刃 (電撃文庫),33137,4040,1486,570,830,1182
7013,モーフィアスの教室4　黄昏の王女 (電撃文庫),35970,3855,1453,570,808,1156
7014,モーリスのいた夏 (PHP文芸文庫),44052,4893,1657,664,941,1341
7015,ヤキトリ1　一銭五厘の軌道降下【地球総督府無償提供版】 (ハヤカワ文庫JA),17637,3785,1526,490,744,1175
7016,ヤクザ,7994,2254,1124,247,454,779
7017,ヤハウェの対応　Ⅰ_ 核戦争回避タスクと韓非の活躍,33517,4300,1547,583,845,1191
7018,ヤバい心理学,12221,2562,1108,319,500,821
7019,ヤマンバになった菊姫 　_ この子のために飴をひとつくださいな シエスタブックス,3122,821,583,79,166,337
7020,ヤルダバオートの聖域 (新潟文楽工房),64131,7836,2057,963,1266,1712
7021,ヤンキー彼女と子作り学園ライフ (ぷちぱら文庫),33751,3937,1488,545,784,1154
7022,ヤングガン・カルナバル・スペシャル　ファイトバック・ホンコン ヤングガン･カルナバル (徳間文庫),29380,5400,1718,647,964,1382
7023,ヤングガン・カルナバル１ (徳間文庫),35051,5910,1795,730,1025,1454
7024,ヤングガン・カルナバル１０　後夜祭・ラストマンスタンディング ヤングガン･カルナバル (徳間文庫),29344,5042,1682,645,918,1342
7025,ヤングガン・カルナバル１１　グッドバイ、ヤングガン ヤングガン･カルナバル (徳間文庫),46108,6525,1837,849,1123,1511
7026,ヤングガン・カルナバル２　バウンド・トゥ・バイオレンス (徳間文庫),40713,6101,1807,788,1063,1480
7027,ヤングガン・カルナバル３　銃と恋人といま生きている実感 ヤングガン･カルナバル (徳間文庫),34381,5286,1679,683,952,1373
7028,ヤングガン・カルナバル５　ドッグハウス ヤングガン･カルナバル (徳間文庫),27784,4970,1723,612,922,1335
7029,ヤングガン・カルナバル６　そして少女は消えた ヤングガン･カルナバル (徳間文庫),31740,5084,1645,649,951,1334
7030,ヤングガン・カルナバル７　愛しき日々、やがて狩の季節 ヤングガン･カルナバル (徳間文庫),32602,5721,1737,694,984,1408
7031,ヤングガン・カルナバル８　前夜祭･標的は木暮塵八 ヤングガン･カルナバル (徳間文庫),30068,5435,1762,660,962,1430
7032,ヤングガン・カルナバル９　開催・バンケットの死闘 ヤングガン･カルナバル (徳間文庫),34949,5897,1759,712,1022,1438
7033,ヤングガン･カルナバル４　天国で迷子 (徳間文庫),31004,5099,1645,655,926,1339
7034,ヤンデレボンデージ！～清楚なあの子はおねだり上手!_～ (オシリス文庫),11887,2895,1221,299,517,901
7035,ヤンデレ彼女がいっぱいすぎる！　生徒会長、幼なじみ、義妹、義母,32256,3339,1381,482,715,1075
7036,ヤンデレ系乙女ゲームの悪役令嬢に転生したので、推しを監禁しています。 (ムーンドロップス),41272,5541,1838,764,1098,1523
7037,ユイカ (新潟文楽工房),28965,4709,1631,569,871,1299
7038,ユクルと箱,31490,4937,1721,654,949,1379
7039,ユダの冤罪を晴らしてみた_ イエスの十字架の謎解き,25941,2789,1273,477,685,1013
7040,ユダヤとキリスト教に学ぶ成功哲学_ 【左脳系スピリチュアル文庫】なぜユダヤ人は世界で一番成功者を生むのか？ 一神教を理解することで西欧人を理解する １コインで学ぶ真理,11664,2237,1122,295,468,793
7041,ユトレシア・ブラックジャーナル・サーガ,43798,6789,2015,794,1139,1628
7042,ユニバーサルミュージック「ジャズの100枚。」カタログ,6410,2167,869,124,261,548
7043,ユニバーサル・アーミー,42897,5753,1773,711,1009,1433
7044,ユメオチル、アリス (ガガガ文庫),42636,5766,1846,708,1027,1477
7045,ユメ視る猫とカノジョの行方 (電撃文庫),37472,5318,1688,658,936,1363
7046,ユースティルネス,32718,4034,1544,559,789,1211
7047,ユーフィーリング！,28513,3827,1536,537,755,1191
7048,ライアン・ボスト (戦争),9468,2971,1324,312,557,978
7049,ライアー・ライセンス (電撃文庫),40792,5249,1644,692,970,1364
7050,ライアー・ライセンス2 (電撃文庫),49325,6222,1822,801,1113,1508
7051,ライアー・ライセンス3 (電撃文庫),36673,5681,1783,708,1022,1457
7052,ライオンの冬 (角川文庫),48666,6699,1927,841,1197,1603
7053,ライク・ア・デイドリーム,18487,4132,1523,405,654,1126
7054,ライジン×ライジン2　RISING×RYDEEN (富士見ファンタジア文庫),31181,4484,1580,546,822,1223
7055,ライジン×ライジン3　RISING×RYDEEN (富士見ファンタジア文庫),31941,4263,1540,542,784,1214
7056,ライジン×ライジン4　RISING×RYDEEN (富士見ファンタジア文庫),30973,4102,1500,521,766,1156
7057,ライジン×ライジン5　RISING×RYDEEN (富士見ファンタジア文庫),33900,4489,1562,549,810,1229
7058,ライジン×ライジン6　RISING×RYDEEN (富士見ファンタジア文庫),35184,4823,1643,598,870,1284
7059,ライジン×ライジン7　RISING×RYDEEN (富士見ファンタジア文庫),35976,4674,1575,598,863,1243
7060,ライジン×ライジン8　RISING×RYDEEN (富士見ファンタジア文庫),33581,4637,1604,583,830,1258
7061,ライジン×ライジン9　RISING×RYDEEN【電子特別版】 (富士見ファンタジア文庫),41981,5293,1686,664,953,1341
7062,ライジン×ライジン　RISING×RYDEEN (富士見ファンタジア文庫),32650,4734,1647,574,843,1293
7063,ライバルは犬に勝つ ドクター×ボクサー番外 「ドクターｘボクサー」シリーズ,26714,4251,1566,507,812,1235
7064,ライバルも犬を抱く　ドクター×ボクサー2,39652,4919,1656,674,962,1357
7065,ライフ⇔チェンジ　Ｈしなくちゃダメなんです！！ (らぶドロップス),49072,5490,1759,728,1008,1439
7066,ライフ　前編_ 終末の後のユートピア,12432,3225,1397,344,605,1073
7067,ライフトラベラー　人生の旅人,9542,1529,826,202,332,583
7068,ライブダンジョン！ 2　神竜人のギルド長 (カドカワBOOKS),43586,5512,1769,763,1057,1440
7069,ライブダンジョン！　支援回復のススメ (カドカワBOOKS),37939,5160,1682,701,979,1375
7070,ライヤーハンター男女編　～浮気の嘘を見抜く表情分析法～,3315,784,550,100,180,356
7071,ライラック色の少女たち　１・上 (なめぇじんぐ文庫),28722,4860,1734,551,884,1352
7072,ライヴ (角川文庫),38122,4106,1452,625,870,1206
7073,ラエティティア覇竜戦記 (HJ文庫),43196,5794,1843,771,1067,1483
7074,ラエティティア覇竜戦記2 持たざる者の剣 (HJ文庫),39146,5123,1694,704,985,1367
7075,ラキア (電撃文庫),38420,4687,1590,616,869,1280
7076,ラキアII (電撃文庫),35330,4448,1535,598,842,1241
7077,ラクシュミー（セイレーンⅡ―ⅳ）,3438,1354,806,74,175,468
7078,ラグナロク・トライアル　―新・封神裁判― (電撃文庫),42744,6197,1862,724,1019,1484
7079,ラグーサ城攻防戦 (幻想迷宮ゲームブック),106725,8204,2253,1148,1521,1903
7080,ラサリーリョ・デ・トルメスの生涯,23450,4688,1765,475,801,1336
7081,ラジオデイズ～18歳が涙する恋の話～20分ラブストーリーシリーズ (黒熊文芸文庫),4959,1524,854,116,271,561
7082,ラストオーダー１　ひとりぼっちの百年戦争　【電子特典付き】 (講談社ラノベ文庫),48500,6625,1921,848,1162,1601
7083,ラストセイバーIII　叡智の花嫁 (電撃文庫),43120,5908,1838,774,1079,1504
7084,ラストセイバーII　恋殺の剣誓 (電撃文庫),51304,6191,1829,833,1143,1555
7085,ラストセイバー　救世の後継 (電撃文庫),50663,6391,1850,849,1178,1572
7086,ラストダンジョンへようこそ (電撃文庫),33911,5154,1684,620,934,1357
7087,ラストダンジョンへようこそ2 (電撃文庫),34427,5220,1662,616,937,1322
7088,ラストダンジョンへようこそ3 (電撃文庫),32785,4985,1640,610,881,1314
7089,ラストチャンス (角川文庫),33858,3845,1456,539,806,1151
7090,ラストテイル・オンライン_ 来たれロリコン！　集え魔王軍へ！,44801,5336,1708,703,1004,1394
7091,ラストファミリー (角川文庫),29972,5433,1827,633,981,1471
7092,ラストマギカの魔工契約 (角川スニーカー文庫),28680,4390,1641,595,892,1300
7093,ラストラン (徳間文庫),47847,7403,2066,810,1207,1665
7094,ラストレター (スターツ出版文庫),37604,4743,1628,619,885,1285
7095,ラスト・キッスは、湘南で (角川文庫),17660,3203,1300,361,595,977
7096,ラスト・ダンスは、裸足で 角川文庫,19553,3798,1319,403,637,1036
7097,ラスト・メメント　兵士と死 (角川ホラー文庫),38102,4918,1721,631,927,1349
7098,ラスト・メメント　商人と死 (角川ホラー文庫),37923,4695,1703,601,897,1327
7099,ラスト・メメント　死者の行進 (角川ホラー文庫),48721,5379,1784,755,1042,1470
7100,ラスト・ワルツ (角川文庫),26457,4528,1646,533,831,1274
7101,ラスベガス,1913,911,662,40,99,332
7102,ラスボスでも出来る! アパートから始める世界征服 (電撃文庫),34639,5031,1709,582,885,1331
7103,ラッキーメイド天くん (HJ文庫),25424,4190,1597,519,796,1252
7104,ラッキーメイド天くん～お嬢様学校へ行こう！～ (HJ文庫),26565,4169,1565,523,801,1220
7105,ラッシュ・くらっしゅ・トレスパス！ (富士見ファンタジア文庫),42118,6154,1871,764,1058,1520
7106,ラッシュ・くらっしゅ・トレスパス！　すれ違いのハードミッション (富士見ファンタジア文庫),35871,5193,1743,704,986,1383
7107,ラテラル　～水平思考推理の天使～ (電撃文庫),37091,4543,1596,640,891,1290
7108,ラドウィンの冒険 (電撃文庫),54833,4753,1704,731,999,1420
7109,ラノベ作家になりたくて震える。 (電撃文庫),32436,4329,1529,563,801,1184
7110,ラノベ部 (MF文庫J),26633,4018,1490,468,736,1104
7111,ラノベ部 2 (MF文庫J),26669,4205,1524,492,741,1172
7112,ラノベ部 3 (MF文庫J),25696,4157,1521,476,765,1165
7113,ラバー・バンド ネロ・ウルフ,53992,5219,1763,706,1008,1415
7114,ラブエンゲージと甘い嘘 (ベリーズ文庫),43281,4611,1603,616,895,1281
7115,ラブコメディ,60731,6554,1917,817,1118,1578
7116,ラブコメ圏外 (HJ文庫),25627,3871,1507,443,683,1116
7117,ラブコメ禁止ですの！ (ガガガ文庫),35693,6113,1875,705,1048,1525
7118,ラブソングが歌えない (角川文庫),27940,3924,1369,496,732,1070
7119,ラブデス　恋する★死神 (美少女文庫),33711,4555,1612,600,890,1299
7120,ラブドールズ・ライフ_ 既婚者に捧げる４つの幻想短編集 (Pandora Novels（パンドラノベルズ）),29148,6119,1851,617,955,1475
7121,ラブリバ ♀編,24839,3758,1389,397,660,1039
7122,ラブリバ ♂編,22134,4480,1594,424,708,1167
7123,ラブレター (It's so Honey),19607,3136,1315,388,613,1003
7124,ラブ・オン！_ ～幼馴染に恋してる～ (UPAノベルズ),31042,3630,1460,544,795,1176
7125,ラブ・オン！～ふたりの後日譚～ (UPAノベルス),23145,3098,1344,438,680,1065
7126,ラブ・ロンダリング (らぶドロップス),38757,4356,1544,582,844,1229
7127,ラブ・ロンダリング　年下エリートは狙った獲物を甘く堕とす (蜜夢文庫),42672,4661,1601,615,893,1291
7128,ラプソディ・イン・ラブ,33564,4051,1580,534,813,1222
7129,ラプソディ・イン・ラブ (PHP文芸文庫),34507,4143,1605,543,828,1235
7130,ラプンツェルの翼 (電撃文庫),35051,4454,1555,600,871,1245
7131,ラプンツェルの翼II (電撃文庫),34855,4327,1543,616,865,1239
7132,ラプンツェルの翼III (電撃文庫),34858,3913,1454,585,801,1165
7133,ラプンツェルの翼IV (電撃文庫),36691,4000,1469,601,834,1183
7134,ラムレモネード -月の檻02 後日譚- （同人誌） (イトシセノキミ),3007,1108,714,62,176,425
7135,ランウェイのまえに、キスしたい (スピカ文庫),16249,3845,1496,373,658,1108
7136,ランチメイト,5290,2206,1120,162,346,733
7137,ランナーズ・ハイ 35歳が駆ける。サラリーマンが読んだだけで走った後のような気分になる物語。20分小説シリーズ 20分で読めるシリーズ,4587,1558,901,117,232,550
7138,ランボー詩集,20017,5770,2108,535,943,1571
7139,ラーマーヤナ（上）,63502,7334,2196,984,1348,1827
7140,ラー文書 「一なるものの法則」 第1巻,66377,5427,1684,756,1011,1355
7141,ラー文書「一なるものの法則」第二巻 ラー文書 「一なるものの法則」,35388,3378,1348,524,730,1067
7142,リアリスト魔王による聖域なき異世界改革II,40610,6012,1907,762,1081,1536
7143,リアリスト魔王による聖域なき異世界改革III,40397,6067,1977,767,1119,1615
7144,リアリスト魔王による聖域なき異世界改革Ｉ,40591,5695,1871,749,1068,1525
7145,リアルでガチな天才が異世界に転生しても天才魔法使いになって元娼婦嫁とイチャイチャする話。 (カドカワBOOKS),43875,4886,1623,748,1015,1356
7146,リアルでレベル上げしたらほぼチートな人生になった (HJ NOVELS),30697,4528,1605,545,831,1238
7147,リアルでレベル上げしたらほぼチートな人生になった２ (HJ NOVELS),34223,4378,1600,547,814,1231
7148,リアルロマンス　雨の日に出会った彼と、ロマンス小説が縁で恋に落ちました (らぶドロップス),31500,3696,1421,493,758,1145
7149,リア充にもオタクにもなれない俺の青春 (電撃文庫),31640,4330,1528,533,814,1203
7150,リア充にもオタクにもなれない俺の青春２ (電撃文庫),23524,3739,1386,444,678,1060
7151,リア王！ (HJ文庫),28422,4732,1649,526,808,1270
7152,リア王！2 (HJ文庫),30632,5236,1758,556,876,1342
7153,リカちゃん　Rikachan,3167,372,285,10,18,102
7154,リケジョと銀髪の騎士　上 騎士の日常シリーズ (鈴元ノベルズ),35406,3742,1538,557,859,1218
7155,リケジョと銀髪の騎士　下 騎士の日常シリーズ (鈴元ノベルズ),35275,3625,1492,593,848,1181
7156,リケジョ！ (角川文庫),48722,6477,1833,785,1098,1528
7157,リスを実装する (Kindle Single),3636,1676,961,110,244,552
7158,リスク (角川文庫),28288,4105,1508,562,807,1192
7159,リスクを冒せ_ 20代で大切にすべき7つのこと,8347,1490,816,186,316,554
7160,リスタート,16985,2969,1316,370,600,963
7161,リストラ聖女の異世界旅　青春取り戻してやるから見てなさい！？【初回限定SS付】【イラスト付】 (フェアリーキス),41502,5149,1760,686,972,1405
7162,リスニング・リーダー (心理学文庫),10085,1952,946,264,418,691
7163,リセアネ姫と亡国の侍女【SS付】【イラスト付】 (フェアリーキス),54786,6458,1980,871,1228,1677
7164,リセット・ワールド2　僕たちが守るべきもの (電撃文庫),47742,5534,1754,745,1033,1455
7165,リセット・ワールド3　僕らが創るべき未来 (電撃文庫),46966,5285,1664,727,970,1353
7166,リセット・ワールド　僕たちだけの戦争 (電撃文庫),48123,5500,1706,758,1019,1394
7167,リップスファントム VS光速の神槍 (HJ文庫),30143,4448,1587,543,815,1237
7168,リップスファントム2 VS聖域 (HJ文庫),23996,3722,1436,468,740,1098
7169,リトル,12343,2513,1205,282,488,872
7170,リトルテイマー (2) (カドカワBOOKS),49031,3766,1446,640,880,1190
7171,リトルテイマー (カドカワBOOKS),67337,5265,1756,827,1100,1463
7172,リバノンプールの猫博士、1945;2015. 猫博士と斉藤君,2512,657,447,45,91,253
7173,リバノンプールの猫博士、5次元スペーサー。 猫博士と斉藤君,2321,675,484,53,111,284
7174,リバノンプールの猫博士、MS-TG. 猫博士と斉藤君,2584,787,541,46,134,341
7175,リバノンプールの猫博士、トーチカ。 猫博士と斉藤君,2298,683,433,41,95,236
7176,リバノンプールの猫博士、攻むべからざる所。 猫博士と斉藤君,2543,692,477,51,118,287
7177,リバノンプールの猫博士、暴走。 猫博士と斉藤君,2482,620,432,53,104,256
7178,リバノンプールの猫博士、最凶。 猫博士と斉藤君,2350,588,410,44,102,251
7179,リバノンプールの猫博士、猫博士耳鼻科へ行く。 猫博士と斉藤君,2124,647,440,50,95,241
7180,リバノンプールの猫博士、猫殺しのキュウ。 猫博士と斉藤君,2580,579,426,52,103,231
7181,リバノンプールの猫博士、籠城。 猫博士と斉藤君,2078,642,468,33,81,264
7182,リバノンプールの猫博士、終結。 猫博士と斉藤君,2198,674,493,38,92,257
7183,リバノンプールの猫博士、苗博士と西都君。 猫博士と斉藤君,2354,758,510,49,109,301
7184,リバノンプールの猫博士、霊性。 猫博士と斉藤君,2581,697,518,57,133,298
7185,リバノン・ルンプールの猫博士。第一巻。,26743,3272,1292,378,604,993
7186,リバノン・ルンプールの猫博士。第七巻。,23591,2559,1127,329,525,843
7187,リバノン・ルンプールの猫博士。第三巻。,28068,3275,1274,410,639,965
7188,リバノン・ルンプールの猫博士。第二巻。,23966,3050,1262,370,587,932
7189,リバノン・ルンプールの猫博士。第五巻。,25359,2952,1195,371,574,906
7190,リバノン・ルンプールの猫博士。第六巻。,24692,2942,1171,335,532,869
7191,リバノン・ルンプールの猫博士。第四巻。,26849,3257,1270,387,595,939
7192,リバーシブルターン,11189,2808,1302,272,518,905
7193,リバーシブル・ラブ―初恋解離― (LINE文庫),45559,4809,1556,641,917,1297
7194,リバース (PHP文芸文庫),44043,5839,1764,735,1048,1443
7195,リバース・ブラッド1 (ガガガ文庫),28448,4681,1690,590,893,1325
7196,リバース；エンド　恋する次元連死 (角川スニーカー文庫),35479,4916,1609,626,884,1304
7197,リバース；エンド２　夢から醒める零宇宙 (角川スニーカー文庫),36626,4407,1576,591,865,1253
7198,リビルドワールドII〈上〉　旧領域接続者,70944,5265,1632,865,1128,1410
7199,リビルドワールドII〈下〉　死後報復依頼プログラム,73402,5671,1709,920,1155,1462
7200,リビルドワールドI〈上〉　誘う亡霊,54905,5071,1631,823,1046,1374
7201,リビルドワールドI〈下〉　無理無茶無謀,66272,5417,1656,879,1084,1419
7202,リビングデッド・ファスナー・ロック (ガガガ文庫),60448,8310,2257,1066,1478,1921
7203,リフォームストーリーⅠ_ 瑠莉との出逢い編・ロマンス小説,5871,1690,942,156,319,620
7204,リフォームストーリーⅠⅡ・統合版_ ロマンス小説,14564,2737,1212,351,576,906
7205,リフォームストーリーⅡ_ 小夜子との出逢い編・ロマンス小説,8747,2000,997,225,402,728
7206,リフレイン (角川文庫),49649,6366,1937,831,1148,1584
7207,リベラルアーツ,17028,4816,1623,480,783,1211
7208,リベリオ・マキナ　―《白檀式》水無月の再起動― (電撃文庫),37258,5665,1828,711,1038,1471
7209,リベリオ・マキナ２　―《白檀式》文月の嫉妬心― (電撃文庫),39189,5464,1796,693,1018,1421
7210,リベリオ・マキナ３　―《白檀式改》桜花の到達点― (電撃文庫),33497,5398,1781,651,982,1422
7211,リベンジ・オンライン リベンジオンライン (HJ文庫),28440,4146,1485,526,765,1153
7212,リベンジ・オンライン2 リベンジオンライン (HJ文庫),27486,4017,1457,498,757,1158
7213,リペットと僕 (電撃文庫),42254,6170,1846,746,1061,1520
7214,リボルバー,14709,2227,1079,321,521,812
7215,リモコ_ 世界凍結系女子の遊覧 (万妖衆),25381,4607,1654,521,829,1277
7216,リュナルト・サーガ,45785,7105,2174,935,1329,1846
7217,リュート弾きのドラゴン,1219,589,473,20,64,222
7218,リョウオモフィン,34482,4995,1762,660,966,1403
7219,リョーコ (角川文庫),41189,5106,1639,599,853,1271
7220,リラム　～密偵の無輪者～ (NOVEL 0),46876,6637,2067,864,1219,1707
7221,リラ荘殺人事件 (角川文庫),64549,7768,2159,930,1308,1781
7222,リリスにおまかせ! (電撃文庫),30640,4388,1562,565,829,1236
7223,リリスにおまかせ!(2) (電撃文庫),29639,4166,1489,533,799,1209
7224,リリスにおまかせ!(3) (電撃文庫),31682,4347,1520,558,831,1228
7225,リリーベリー　イチゴショートのない洋菓子店 (メディアワークス文庫),43235,6671,1950,783,1135,1582
7226,リリー・フィッシャーの難儀な恋 (ルルル文庫),35550,4421,1611,613,904,1300
7227,リワールド・フロンティア (TOブックスラノベ),45849,6395,1920,766,1066,1541
7228,リワールド・フロンティア2-最弱にして最強の支援術式使い- (TOブックスラノベ),53146,7053,1990,844,1146,1616
7229,リワールド・フロンティア3-最弱にして最強の支援術式使い- (TOブックスラノベ),52468,6878,1990,856,1173,1611
7230,リング 「リング」シリーズ (角川ホラー文庫),48150,6553,1906,796,1132,1548
7231,リンドバーグ第二次大戦日記　上 (角川ソフィア文庫),60449,8148,1929,922,1214,1600
7232,リンドバーグ第二次大戦日記　下 (角川ソフィア文庫),61741,9026,2079,999,1311,1731
7233,リーガル・ファンタジー1 勇者弾劾裁判 (ファミ通文庫),41135,6691,2050,759,1125,1638
7234,リージャ姫騎士団記 搾乳の砦 (二次元ぷち文庫),5948,1860,1036,179,346,722
7235,リーディング・ナイフ,24456,3525,1377,445,698,1076
7236,リーディング・ブラッド1 最強の血統 (ファミ通文庫),39724,4926,1689,662,916,1333
7237,リーディング・ブラッド2 月影の秘事 (ファミ通文庫),36091,4517,1623,609,873,1280
7238,リーディング・ブラッド3　鬼神の因果 (ファミ通文庫),34189,4354,1596,581,862,1253
7239,ルゥとよゐこの悪党稼業 (HJ文庫),33307,5440,1775,629,932,1403
7240,ルゥとよゐこの悪党稼業 Folder.2 (HJ文庫),28019,4953,1676,514,824,1285
7241,ルゥとよゐこの悪党稼業 Folder.3 (HJ文庫),27919,4733,1640,533,846,1284
7242,ルソー文明批判の出発点_ 第一論文『学問芸術論』を読む,22467,3540,1467,508,760,1144
7243,ルチア　クラシカルロマン (ルルル文庫),41158,5493,1836,762,1082,1491
7244,ルツ記_ 聖書の中のシンデレラストーリー,15984,2485,1195,344,542,869
7245,ルナティック・ムーン (電撃文庫),37761,4848,1780,712,991,1442
7246,ルナティック・ムーンII (電撃文庫),36056,4526,1712,668,945,1397
7247,ルナティック・ムーンIII (電撃文庫),47083,5422,1849,788,1102,1528
7248,ルナティック・ムーンIV (電撃文庫),47932,5570,1875,789,1106,1536
7249,ルナティック・ムーンV (電撃文庫),48405,5667,1908,823,1130,1570
7250,ルノワール名画集 近代絵画,1607,586,455,46,88,236
7251,ルパン三世　Ｔｈｅ　Ｎｏｖｅｌ　謎の宝石と伝説の王国 (角川文庫),29285,4838,1663,629,898,1352
7252,ルポ　差別と貧困の外国人労働者 (光文社新書),40193,6133,1822,755,1062,1493
7253,ルミナス☆アイドル (HJ文庫),38067,4241,1425,574,816,1164
7254,ルルル文庫　花嫁アンソロジー,33257,4698,1713,633,922,1390
7255,ルージュのキスは恋の始まり (ベリーズ文庫),43495,4676,1601,659,933,1312
7256,ルートヴィヒ・ウィトゲンシュタイン 名言集,3247,429,357,72,174,357
7257,ループ 「リング」シリーズ (角川ホラー文庫),64796,7454,1996,958,1288,1683
7258,ルールズ,48961,6700,1877,720,1044,1512
7259,レアケース (PHP文芸文庫),38042,4706,1653,658,954,1316
7260,レア・クラスチェンジ！I ～魔物使いちゃんとレア従魔の異世界ゆる旅～ (TOブックスラノベ),47056,6113,1796,774,1070,1464
7261,レア・クラスチェンジ！III ～魔物使いちゃんとレア従魔の異世界ゆる旅～ (TOブックスラノベ),48940,7296,1948,892,1218,1660
7262,レア・クラスチェンジ！IV ～魔物使いちゃんとレア従魔の異世界ゆる旅～ (TOブックスラノベ),47441,6675,1917,844,1158,1606
7263,レア・クラスチェンジ！V ～魔物使いちゃんとレア従魔の異世界ゆる旅～ (TOブックスラノベ),46035,7120,1924,863,1172,1602
7264,レア・クラスチェンジ！VI ～魔物使いちゃんとレア従魔の異世界ゆる旅～ (TOブックスラノベ),42848,6262,1783,780,1062,1467
7265,レイカ　警視庁刑事部捜査零課 (メディアワークス文庫),48287,5809,1822,787,1071,1500
7266,レイカ〈2〉　警視庁刑事部捜査零課 (メディアワークス文庫),48693,5999,1774,788,1067,1479
7267,レイカ〈3〉　警視庁刑事部捜査零課 (メディアワークス文庫),37855,5215,1681,721,995,1367
7268,レイキティーチャーのつぶやき・思考のたんつぼ５_ 浄化するものなんてありません,375,141,139,5,24,68
7269,レイジ (双葉文庫),49632,4231,1540,644,875,1252
7270,レイテ驀進［１］逆襲の機動部隊 (コスモノベルズ),35777,6432,1916,757,1066,1514
7271,レイテ驀進［２］復讐の激闘艦隊 (コスモノベルズ),38057,6293,1895,755,1026,1483
7272,レイテ驀進［３］逆転の突入部隊 (コスモノベルズ),39236,6073,1822,747,1040,1474
7273,レイライン_ 千三百年間の謎 失われた秘剣,55471,7224,2100,891,1250,1721
7274,レイラインハンター日記　2010 - 2008,45708,8560,2143,862,1257,1753
7275,レイライン２　もう一つの剣_ 追いつめられた信長 失われた秘剣,40428,6293,1922,745,1063,1565
7276,レイルウェイ、ターミナル、そして故郷へ,30089,3796,1477,569,823,1188
7277,レインバラッド　──木漏れ日は暖まるには弱過ぎる──③ (A1 music & story pandemoniumu),45419,5653,1769,710,991,1408
7278,レオタード風紀委員長御神楽月見 外伝　麗しの少女は恥辱の躾に啼く (二次元ぷち文庫),11395,2594,1215,318,549,913
7279,レオナルドのユダ (角川文庫),74645,8867,2336,1108,1505,2006
7280,レオ・アッティール伝III　首なし公の肖像 (電撃文庫),45759,6534,1968,837,1179,1625
7281,レオ・アッティール伝II　首なし公の肖像 (電撃文庫),42429,6066,1908,756,1093,1578
7282,レオ・アッティール伝IV　首なし公の肖像 (電撃文庫),39074,5892,1894,742,1071,1528
7283,レオ・アッティール伝I　首なし公の肖像 (電撃文庫),46966,6644,2010,835,1191,1663
7284,レキオス (角川文庫),88244,10710,2384,1183,1541,2016
7285,レジェンド (カドカワBOOKS),64512,5534,1771,861,1149,1504
7286,レジェンド2 (カドカワBOOKS),56683,4856,1674,773,1042,1387
7287,レジェンドノベルス第０巻,33677,5773,1833,691,1026,1473
7288,レジェンドノベルス第０巻　ＶＯＬ．１０　２０１９年７月版,41067,6444,1957,811,1119,1616
7289,レジェンドノベルス第０巻　ＶＯＬ．１１　２０１９年８月版,41206,6792,1994,800,1140,1605
7290,レジェンドノベルス第０巻　ＶＯＬ．２　２０１８年１１月版,34872,6469,1998,770,1089,1575
7291,レジェンドノベルス第０巻　ＶＯＬ．３　２０１８年１２月版,46541,6906,1969,847,1142,1610
7292,レジェンドノベルス第０巻　ＶＯＬ．４　２０１９年１月版,33464,5881,1847,727,1018,1492
7293,レジェンドノベルス第０巻　ＶＯＬ．５　２０１９年２月版,37494,5975,1883,729,1070,1518
7294,レジェンドノベルス第０巻　ＶＯＬ．６　２０１９年３月版,34778,6194,1953,718,1054,1558
7295,レジェンドノベルス第０巻　ＶＯＬ．７　２０１９年４月版,40507,6654,1942,796,1148,1600
7296,レジェンドノベルス第０巻　ＶＯＬ．８　２０１９年５月版,49423,6966,1974,857,1166,1628
7297,レジェンドノベルス第０巻　ＶＯＬ．９　２０１９年６月版,41737,6561,1898,833,1119,1567
7298,レジンキャストミルク (電撃文庫),46709,5970,1890,787,1086,1521
7299,レジンキャストミルク2 (電撃文庫),42971,5451,1786,733,1017,1451
7300,レジンキャストミルク3 (電撃文庫),36474,4852,1683,628,911,1343
7301,レジンキャストミルク4 (電撃文庫),36568,4894,1730,639,922,1385
7302,レジンキャストミルク5 (電撃文庫),40199,4846,1668,671,931,1333
7303,レジンキャストミルク6 (電撃文庫),35727,4437,1625,608,891,1277
7304,レジンキャストミルク7 (電撃文庫),36261,4688,1666,631,906,1322
7305,レジンキャストミルク8 (電撃文庫),38334,4835,1714,658,949,1352
